A	8001	0	2000	0	0.30505
B	8001	1	2000	0	0.57366
A0	8001	0	0	0	0.01748
B0	8001	1	0	0	0.71035
Bn	8001	0	2000	0	0.28170
A	8001	0	2000	1	1.19236
B	8001	1	2000	1	0.40312
A0	8001	0	0	1	1.28238
B0	8001	1	0	1	0.01904
Bn	8001	0	2000	1	0.66948
A	8002	0	2000	0	0.30918
B	8002	1	2000	0	0.45834
B0	8002	1	0	0	0.33215
A0	8002	0	0	0	0.02220
Bn	8002	0	2000	0	0.20747
A	8002	0	2000	1	0.33493
B	8002	1	2000	1	0.29002
A0	8002	0	0	1	0.30982
B0	8002	1	0	1	0.02109
Bn	8002	0	2000	1	0.27098
A	8003	0	2000	0	0.46484
A0	8003	0	0	0	0.02067
B	8003	1	2000	0	0.21870
B0	8003	1	0	0	0.36716
Bn	8003	0	2000	0	0.33116
A	8003	0	2000	1	0.46381
B	8003	1	2000	1	0.18359
A0	8003	0	0	1	0.99375
B0	8003	1	0	1	0.02132
Bn	8003	0	2000	1	0.31940
A	8004	0	2000	0	0.35106
A0	8004	0	0	0	0.01482
B	8004	1	2000	0	0.35204
B0	8004	1	0	0	0.28561
Bn	8004	0	2000	0	0.31042
A	8004	0	2000	1	0.53111
B	8004	1	2000	1	0.32451
A0	8004	0	0	1	0.64482
B0	8004	1	0	1	0.02036
Bn	8004	0	2000	1	0.41814
A	8005	0	2000	0	0.18673
B	8005	1	2000	0	0.25308
B0	8005	1	0	0	0.44407
A0	8005	0	0	0	0.02097
Bn	8005	0	2000	0	0.20413
A	8005	0	2000	1	0.17670
B	8005	1	2000	1	0.18208
A0	8005	0	0	1	0.32248
B0	8005	1	0	1	0.01938
Bn	8005	0	2000	1	0.69736
A	8006	0	2000	0	0.30214
B	8006	1	2000	0	0.22017
B0	8006	1	0	0	0.35076
A0	8006	0	0	0	0.01720
Bn	8006	0	2000	0	0.28060
A	8006	0	2000	1	0.53149
B	8006	1	2000	1	0.25034
A0	8006	0	0	1	0.47013
B0	8006	1	0	1	0.01977
Bn	8006	0	2000	1	0.23629
A	8007	0	2000	0	0.53642
A0	8007	0	0	0	0.01775
B	8007	1	2000	0	0.47124
B0	8007	1	0	0	0.41668
Bn	8007	0	2000	0	0.29435
A	8007	0	2000	1	0.57129
B	8007	1	2000	1	0.45103
A0	8007	0	0	1	0.90325
B0	8007	1	0	1	0.01819
Bn	8007	0	2000	1	0.21051
A	8008	0	2000	0	0.44918
B	8008	1	2000	0	0.30253
A0	8008	0	0	0	0.01870
B0	8008	1	0	0	0.12190
Bn	8008	0	2000	0	0.28679
B	8008	1	2000	1	0.24066
A	8008	0	2000	1	0.41516
A0	8008	0	0	1	0.44957
B0	8008	1	0	1	0.01713
Bn	8008	0	2000	1	0.23603
A	8009	0	2000	0	0.35366
B	8009	1	2000	0	0.46232
A0	8009	0	0	0	0.02009
B0	8009	1	0	0	0.10519
Bn	8009	0	2000	0	0.42215
A	8009	0	2000	1	0.33301
A0	8009	0	0	1	0.62540
B	8009	1	2000	1	0.41610
B0	8009	1	0	1	0.02091
Bn	8009	0	2000	1	0.45077
A	8010	0	2000	0	0.18063
B	8010	1	2000	0	0.66837
A0	8010	0	0	0	0.02050
B0	8010	1	0	0	1.50201
Bn	8010	0	2000	0	0.39040
A	8010	0	2000	1	0.67099
A0	8010	0	0	1	1.14791
B	8010	1	2000	1	0.20142
B0	8010	1	0	1	0.01984
Bn	8010	0	2000	1	0.52052
A	8011	0	2000	0	0.49210
B	8011	1	2000	0	0.42149
B0	8011	1	0	0	0.22088
A0	8011	0	0	0	0.02065
Bn	8011	0	2000	0	0.31810
B	8011	1	2000	1	0.37889
A	8011	0	2000	1	0.37321
A0	8011	0	0	1	0.40252
B0	8011	1	0	1	0.02263
Bn	8011	0	2000	1	0.33993
A	8012	0	2000	0	0.32339
B	8012	1	2000	0	0.57534
A0	8012	0	0	0	0.01876
B0	8012	1	0	0	0.90053
Bn	8012	0	2000	0	0.35100
A	8012	0	2000	1	0.42192
B	8012	1	2000	1	0.57654
A0	8012	0	0	1	0.33293
B0	8012	1	0	1	0.01956
Bn	8012	0	2000	1	0.40411
